Rapport sur le planning individuel,,SG_fichier pour LM Planning individuel full periode de planif,,,,,,,
Période (dates) :,,6/26/17 - 7/9/17,,,,,,,
Site,Fuseau horaire,Equipe,ID employé,Agent,Date,Heures payées,Etat du planning,Heure de début :,Heure de fin :
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,3:15 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,4:30 PM,5:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,5:15 PM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,6:15 PM,7:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,6/27/17,9:03,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",9:00 AM,7:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:00 AM,10:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,10:00 AM,10:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,10:15 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,11:00 AM,12:05 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,12:05 PM,1:02 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,1:02 PM,2:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,2:30 PM,5:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,5:00 PM,5:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,5:15 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,6:00 PM,7:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,6/28/17,8:33,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:15 AM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:30 AM,12:25 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,12:25 PM,1:22 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,1:22 PM,3:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,3:30 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,4:30 PM,4:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Chat S2,4:45 PM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,6/29/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,6/30/17,8:48,SG- Tel3933_SG- CRC Marseille,8:15 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:30 AM,1:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,1:00 PM,1:57 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,1:57 PM,3:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,4:00 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/1/17,3:48,"SG- Tel3933_SG- CRC Marseille, SG- Email _SG- CRC Marseille",8:15 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,8:15 AM,9:45 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:45 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/2/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/3/17,8:48,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",9:30 AM,7:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:30 AM,10:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,10:30 AM,11:10 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,11:10 AM,11:25 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,11:25 AM,11:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,11:30 AM,12:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,12:30 PM,1:35 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,1:35 PM,2:32 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,2:32 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,4:00 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,4:15 PM,5:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Email S2,5:15 PM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Chat S2,6:15 PM,7:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/4/17,8:33,SG- Tel3933_SG- CRC Marseille,8:30 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,8:30 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,11:15 AM,11:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,11:30 AM,12:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,12:15 PM,1:12 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,1:12 PM,3:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,4:00 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/5/17,8:48,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:15 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,9:30 AM,12:25 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,12:25 PM,1:22 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,1:22 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,4:00 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,4:30 PM,5:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,5:00 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/6/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/7/17,9:03,SG- Tel3933_SG- CRC Marseille,8:45 AM,6:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,8:45 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,11:15 AM,12:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,07 Repas 5h,12:00 PM,12:57 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,12:57 PM,4:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,10 Pause AM,4:45 PM,5:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,5:00 PM,6:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/8/17,3:48,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:15 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Entrant S2,8:15 AM,10:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Chat S2,10:00 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,,,Sortant S2,11:00 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_050,UK_Agent UK_Agent_050,7/9/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,6/26/17,8:48,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:00 AM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:00 AM,9:45 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,9:45 AM,10:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,10:00 AM,12:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Email S2,12:00 PM,2:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,2:00 PM,2:57 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,2:57 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,4:00 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,4:30 PM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,6/27/17,9:03,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:15 AM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,9:15 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,11:15 AM,12:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,12:00 PM,2:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,2:00 PM,2:57 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,2:57 PM,3:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,4:00 PM,5:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Email S2,5:00 PM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,6/28/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,6/29/17,8:48,SG- Tel3933_SG- CRC Marseille,8:15 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,11:15 AM,12:20 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,12:20 PM,1:17 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,1:17 PM,3:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,3:00 PM,3:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,3:15 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,6/30/17,8:33,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:45 AM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:45 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,11:15 AM,12:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,12:00 PM,12:57 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,12:57 PM,4:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,4:45 PM,5:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,5:00 PM,5:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,5:15 PM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/1/17,3:48,"SG- Tel3933_SG- CRC Marseille, SG- Email _SG- CRC Marseille",8:15 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Email S2,8:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,9:30 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/2/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/3/17,8:48,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",8:15 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,9:45 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,9:45 AM,10:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Sortant S2,10:00 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,11:00 AM,11:57 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,11:57 AM,1:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Chat S2,1:00 PM,2:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,2:00 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,4:30 PM,4:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Email S2,4:45 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/4/17,9:03,SG- Tel3933_SG- CRC Marseille,8:15 AM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,10:40 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,10:40 AM,10:55 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,10:55 AM,1:50 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,1:50 PM,2:47 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,2:47 PM,3:35 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,3:35 PM,3:50 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,3:50 PM,6:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/5/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/6/17,8:33,SG- Tel3933_SG- CRC Marseille,8:15 AM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,9:30 AM,12:05 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,12:05 PM,1:02 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,1:02 PM,4:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,4:30 PM,5:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/7/17,8:48,SG- Tel3933_SG- CRC Marseille,8:15 AM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,9:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,9:30 AM,12:05 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,07 Repas 5h,12:05 PM,1:02 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,1:02 PM,3:45 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,4:00 PM,6:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/8/17,3:48,SG- Tel3933_SG- CRC Marseille,8:15 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,,,Entrant S2,8:15 AM,12:03 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_051,UK_Agent UK_Agent_051,7/9/17,,Jour de repos,,
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_060,UK_Agent UK_Agent_060,6/26/17,8:33,"SG- Campagne Sortant_SG- CRC Marseille, SG- Tel3933_SG- ",9:45 AM,7:15 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_060,UK_Agent UK_Agent_060,,,Entrant S2,9:45 AM,11:00 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_060,UK_Agent UK_Agent_060,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_060,UK_Agent UK_Agent_060,,,Entrant S2,11:15 AM,12:00 PM
SG- Site2,ECT,SG_CRC Site2 TC2 4.5j,UK_Agent_060,UK_Agent UK_Agent_060,,,Sortant S2,12:00 PM,1:00 PM
