Rapport sur le planning individuel,,SG_fichier pour LM Planning individuel full periode de planif,,,,,,,
Période (dates) :,,6/26/17 - 7/9/17,,,,,,,
Site,Fuseau horaire,Equipe,ID employé,Agent,Date,Heures payées,Etat du planning,Heure de début :,Heure de fin :
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Repas 5h,1:15 PM,2:12 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Chat Site 1,2:12 PM,3:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Sortant S1,3:15 PM,3:25 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,10 Pause AM,3:25 PM,3:40 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Sortant S1,3:40 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,7/7/17,8:48,SG- Telephone 3933_SG CRC Nanterre,9:15 AM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Entrant S1,9:15 AM,12:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,05 Pause Matin,12:00 PM,12:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Entrant S1,12:15 PM,1:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Repas 5h,1:15 PM,2:12 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Entrant S1,2:12 PM,4:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,10 Pause AM,4:45 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Entrant S1,5:00 PM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,7/8/17,3:48,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Sortant S1,8:00 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Pause Samedi,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,,,Sortant S1,10:45 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,31,JPAgent31 JPAgent31,7/9/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,6/26/17,9:03,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,8:00 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,10:45 AM,1:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,1:45 PM,2:42 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,2:42 PM,3:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,3:30 PM,3:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,3:45 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,6/27/17,8:48,SG- Telephone 3933_SG CRC Nanterre,9:00 AM,6:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,9:00 AM,11:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,11:15 AM,11:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,11:30 AM,12:25 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:25 PM,1:22 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,1:22 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,5:00 PM,5:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,5:15 PM,6:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,6/28/17,8:33,SG- Telephone 3933_SG CRC Nanterre,8:30 AM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,8:30 AM,11:05 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,11:05 AM,11:20 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,11:20 AM,12:05 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:05 PM,1:02 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,1:02 PM,3:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,3:00 PM,3:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,3:15 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,6/29/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,6/30/17,8:48,SG- Telephone 3933_SG CRC Nanterre,9:15 AM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,9:15 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,10:45 AM,12:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:00 PM,12:57 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,12:57 PM,4:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,4:45 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,5:00 PM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/1/17,3:48,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,8:00 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Pause Samedi,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,10:45 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/2/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/3/17,8:48,SG- Telephone 3933_SG CRC Nanterre,8:15 AM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,8:15 AM,10:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,10:15 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,10:30 AM,12:05 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:05 PM,1:02 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,1:02 PM,2:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,2:45 PM,3:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,3:00 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/4/17,8:33,SG- Telephone 3933_SG CRC Nanterre,8:15 AM,5:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,8:15 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,10:45 AM,12:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:00 PM,12:57 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,12:57 PM,3:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,4:00 PM,5:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/5/17,9:03,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Chat Nanterre",9:15 AM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Chat Site 1,9:15 AM,10:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,10:15 AM,11:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,11:00 AM,11:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,11:15 AM,11:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Chat Site 1,11:45 AM,12:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:45 PM,1:42 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Chat Site 1,1:42 PM,2:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,2:45 PM,4:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,4:15 PM,4:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,4:30 PM,5:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Chat Site 1,5:15 PM,6:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,6:15 PM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/6/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/7/17,8:48,SG- Telephone 3933_SG CRC Nanterre,9:15 AM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,9:15 AM,11:35 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,05 Pause Matin,11:35 AM,11:50 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,11:50 AM,12:35 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Repas 5h,12:35 PM,1:32 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,1:32 PM,4:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,10 Pause AM,4:30 PM,4:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Entrant S1,4:45 PM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/8/17,3:48,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,8:00 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Pause Samedi,10:45 AM,11:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,,,Sortant S1,11:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,32,JPAgent32 JPAgent32,7/9/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,6/26/17,8:33,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Telephone ",8:00 AM,5:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,8:00 AM,9:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,9:45 AM,10:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,10:00 AM,11:55 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,11:55 AM,12:52 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,12:52 PM,3:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,4:00 PM,5:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,6/27/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,6/28/17,8:48,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Telephone ",9:30 AM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,9:30 AM,12:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,12:15 PM,12:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,12:30 PM,1:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,1:15 PM,2:12 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,2:12 PM,4:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,4:45 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,5:00 PM,6:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,6:15 PM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,6/29/17,9:03,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Telephone ",9:00 AM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,9:00 AM,10:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,10:00 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,10:45 AM,11:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,11:15 AM,1:20 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,1:20 PM,2:17 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,2:17 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,5:00 PM,5:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,5:15 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,6:00 PM,7:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,6/30/17,8:48,SG- Telephone 3933_SG CRC Nanterre,8:15 AM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,8:15 AM,9:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,9:15 AM,9:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,9:30 AM,12:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,12:00 PM,12:57 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,12:57 PM,3:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,3:30 PM,3:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,3:45 PM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/1/17,3:48,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,8:00 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Pause Samedi,10:45 AM,11:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,11:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/2/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/3/17,8:33,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,5:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,8:00 AM,9:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,9:30 AM,9:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,9:45 AM,12:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,12:30 PM,1:27 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,1:27 PM,4:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,4:00 PM,4:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,4:15 PM,5:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/4/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/5/17,8:48,"SG- Telephone 3933_SG CRC Nanterre, SG- Email Entrant_SG- ",8:45 AM,6:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,8:45 AM,11:05 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,11:05 AM,11:20 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,11:20 AM,12:05 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,12:05 PM,1:02 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,1:02 PM,4:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,4:30 PM,4:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Email Site 1,4:45 PM,5:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,5:30 PM,6:30 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/6/17,8:48,SG- Telephone 3933_SG CRC Nanterre,8:30 AM,6:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,8:30 AM,11:25 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,11:25 AM,11:40 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,11:40 AM,12:25 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,12:25 PM,1:22 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,1:22 PM,4:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,4:00 PM,4:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Entrant S1,4:15 PM,6:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/7/17,9:03,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Chat Nanterre",9:15 AM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,9:15 AM,11:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,11:00 AM,11:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,05 Pause Matin,11:30 AM,11:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,11:45 AM,12:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,12:00 PM,1:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Repas 5h,1:15 PM,2:12 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,2:12 PM,3:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,3:15 PM,3:45 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,10 Pause AM,3:45 PM,4:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,4:00 PM,5:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Chat Site 1,5:00 PM,6:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,6:15 PM,7:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/8/17,3:48,SG- Campagne Sortant_SG- CRC Nanterre,8:00 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,8:00 AM,10:30 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Pause Samedi,10:30 AM,10:45 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,,,Sortant S1,10:45 AM,12:03 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,33,JPAgent33 JPAgent33,7/9/17,,Jour de repos,,
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,6/26/17,9:03,"SG- Campagne Sortant_SG- CRC Nanterre, SG- Chat Nanterre",8:00 AM,6:00 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,,,Chat Site 1,8:00 AM,10:00 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,,,05 Pause Matin,10:00 AM,10:15 AM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,,,Chat Site 1,10:15 AM,12:15 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,,,Repas 5h,12:15 PM,1:12 PM
SG- Site1,ECT,SG_CRC Site1 TC2 4.5j,34,JPAgent34 JPAgent34,,,Chat Site 1,1:12 PM,2:55 PM
